Symbol,Name,Market Cap,Industry,Sector
NMCO,Nuveen Municipal Credit Opportunities Fund,569391744,asset-management,Financial-Services
VINP,Vinci Partners Investments Ltd.,567366336,asset-management,Financial-Services
BHK,BlackRock Core Bond Trust,563871680,asset-management,Financial-Services
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,563590720,asset-management,Financial-Services
IFN,"The India Fund, Inc.",561497920,asset-management,Financial-Services
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,559950976,asset-management,Financial-Services
BTO,John Hancock Financial Opportunities Fund,557130752,asset-management,Financial-Services
MMU,Western Asset Managed Municipals Fund Inc.,554250112,asset-management,Financial-Services
PML,PIMCO Municipal Income Fund II,553253632,asset-management,Financial-Services
BME,BlackRock Health Sciences Trust,552321856,asset-management,Financial-Services
IIM,Invesco Value Municipal Income Trust,543169344,asset-management,Financial-Services
EMD,Western Asset Emerging Markets Debt Fund Inc.,540018880,asset-management,Financial-Services
PSBD,Palmer Square Capital BDC Inc.,536144608,asset-management,Financial-Services
BGY,BlackRock Enhanced International Dividend Trust,534449760,asset-management,Financial-Services
BGB,Blackstone Strategic Credit 2027 Term Fund,532176320,asset-management,Financial-Services
EMO,ClearBridge Energy Midstream Opportunity Fund Inc,526325280,asset-management,Financial-Services
VKQ,Invesco Municipal Trust,525133888,asset-management,Financial-Services
FTHY,First Trust High Yield Opportunities 2027 Term Fund,523279776,asset-management,Financial-Services
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,521288576,asset-management,Financial-Services
GAIN,Gladstone Investment Corporation,513229856,asset-management,Financial-Services
STK,Columbia Seligman Premium Technology Growth Fund,511946176,asset-management,Financial-Services
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,511318624,asset-management,Financial-Services
DSU,"BlackRock Debt Strategies Fund, Inc.",504323424,asset-management,Financial-Services
BLE,BlackRock Municipal Income Trust II,502566336,asset-management,Financial-Services
HPS,John Hancock Preferred Income Fund III,494158208,asset-management,Financial-Services
NXJ,Nuveen New Jersey Quality Municipal Income Fund,493111968,asset-management,Financial-Services
THW,Abrdn World Healthcare Fund,489913344,asset-management,Financial-Services
BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",489730272,asset-management,Financial-Services
MYD,"BlackRock MuniYield Fund, Inc.",488891104,asset-management,Financial-Services
BLW,BlackRock Limited Duration Income Trust,488173472,asset-management,Financial-Services
GHY,"PGIM Global High Yield Fund, Inc",478400384,asset-management,Financial-Services
GLAD,Gladstone Capital Corporation,466196800,asset-management,Financial-Services
FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",462246464,asset-management,Financial-Services
PNNT,PennantPark Investment Corporation,459180480,asset-management,Financial-Services
RMT,"Royce Micro-Cap Trust, Inc.",454429856,asset-management,Financial-Services
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,452134912,asset-management,Financial-Services
HFRO,Highland Funds I - Highland Opportunities and Income Fund,451468928,asset-management,Financial-Services
FEI,First Trust MLP and Energy Income Fund,444600096,asset-management,Financial-Services
HPI,John Hancock Preferred Income Fund,441842720,asset-management,Financial-Services
BFK,BlackRock Municipal Income Trust,439863648,asset-management,Financial-Services
NBB,Nuveen Taxable Municipal Income Fund,436806720,asset-management,Financial-Services
MVF,"BlackRock MuniVest Fund, Inc.",436510560,asset-management,Financial-Services
JPI,Nuveen Preferred and Income Term Fund,435863712,asset-management,Financial-Services
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,434942592,asset-management,Financial-Services
GUT,The Gabelli Utility Trust,430362688,asset-management,Financial-Services
DHIL,"Diamond Hill Investment Group, Inc.",428289632,asset-management,Financial-Services
CHW,Calamos Global Dynamic Income Fund,427252832,asset-management,Financial-Services
MUA,"BlackRock MuniAssets Fund, Inc.",421751520,asset-management,Financial-Services
ISD,"PGIM High Yield Bond Fund, Inc.",420364704,asset-management,Financial-Services
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc.,417576096,asset-management,Financial-Services
HRZN,Horizon Technology Finance Corporation,413595648,asset-management,Financial-Services
XFLT,XAI Octagon Floating Rate & Alternative Income Trust,413358720,asset-management,Financial-Services
AVK,Advent Convertible and Income Fund,413049952,asset-management,Financial-Services
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,407395872,asset-management,Financial-Services
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,401672320,asset-management,Financial-Services
EVN,Eaton Vance Municipal Income Trust,397465376,asset-management,Financial-Services
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,393914720,asset-management,Financial-Services
EAD,Wells Fargo Advantage Funds - Allspring Income Opportunities Fund,391829440,asset-management,Financial-Services
FSD,First Trust High Income Long/Short Fund,390836320,asset-management,Financial-Services
MYN,"BlackRock MuniYield New York Quality Fund, Inc.",388495872,asset-management,Financial-Services
EFR,Eaton Vance Senior Floating-Rate Trust,383940352,asset-management,Financial-Services
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,381597888,asset-management,Financial-Services
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,381088960,asset-management,Financial-Services
MCI,Barings Corporate Investors,379583840,asset-management,Financial-Services
VKI,Invesco Advantage Municipal Income Trust II,375230688,asset-management,Financial-Services
LEO,"BNY Mellon Strategic Municipals, Inc.",374991232,asset-management,Financial-Services
SDHY,PGIM Short Duration High Yield Opportunities Fund,374537664,asset-management,Financial-Services
HQL,Abrdn Life Sciences Investors,371693312,asset-management,Financial-Services
FFA,First Trust Enhanced Equity Income Fund,369380064,asset-management,Financial-Services
KTF,DWS Municipal Income Trust,367049120,asset-management,Financial-Services
KIO,KKR Income Opportunities Fund,364226976,asset-management,Financial-Services
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,362344320,asset-management,Financial-Services
BGR,BlackRock Energy and Resources Trust,360340800,asset-management,Financial-Services
HPF,John Hancock Preferred Income Fund II,356645184,asset-management,Financial-Services
BFZ,BlackRock California Municipal Income Trust,351744128,asset-management,Financial-Services
EFT,Eaton Vance Floating-Rate Income Trust,350045312,asset-management,Financial-Services
TPVG,TriplePoint Venture Growth BDC Corp.,348182272,asset-management,Financial-Services
ACP,Abrdn Income Credit Strategies Fund,345489312,asset-management,Financial-Services
SOR,"Source Capital, Inc.",342913120,asset-management,Financial-Services
SCM,Stellus Capital Investment Corporation,337758400,asset-management,Financial-Services
TYG,Tortoise Energy Infrastructure Corporation,337371968,asset-management,Financial-Services
ASA,ASA Gold and Precious Metals Limited,335644256,asset-management,Financial-Services
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.",332645600,asset-management,Financial-Services
NAN,Nuveen New York Quality Municipal Income Fund,332422752,asset-management,Financial-Services
PFL,PIMCO Income Strategy Fund,327218048,asset-management,Financial-Services
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",325274688,asset-management,Financial-Services
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",324933280,asset-management,Financial-Services
SAR,Saratoga Investment Corp.,321812992,asset-management,Financial-Services
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",321069760,asset-management,Financial-Services
PMO,Putnam Municipal Opportunities Trust,321010336,asset-management,Financial-Services
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",315873504,asset-management,Financial-Services
JRI,Nuveen Real Asset Income and Growth Fund,315566208,asset-management,Financial-Services
BRK-B,Berkshire Hathaway Inc.,865438203904,insurance-diversified,Financial-Services
AIG,"American International Group, Inc.",52084666368,insurance-diversified,Financial-Services
ACGL,Arch Capital Group Ltd.,35420811264,insurance-diversified,Financial-Services
EQH,"Equitable Holdings, Inc.",12534942720,insurance-diversified,Financial-Services
ORI,Old Republic International Corporation,8435902464,insurance-diversified,Financial-Services
ESGR,Enstar Group Limited,4380487168,insurance-diversified,Financial-Services
GSHD,"Goosehead Insurance, Inc",2226966784,insurance-diversified,Financial-Services
FIHL,Fidelis Insurance Holdings Limited,2197196544,insurance-diversified,Financial-Services
USB,U.S. Bancorp,64618651648,banks-regional,Financial-Services
PNC,"The PNC Financial Services Group, Inc.",62161035264,banks-regional,Financial-Services
NU,Nu Holdings Ltd.,55666184192,banks-regional,Financial-Services
TFC,Truist Financial Corporation,51985182720,banks-regional,Financial-Services
FITB,Fifth Third Bancorp,25683978240,banks-regional,Financial-Services
FCNCA,"First Citizens BancShares, Inc.",24650846208,banks-regional,Financial-Services
MTB,M&T Bank Corporation,24423305216,banks-regional,Financial-Services
HBAN,Huntington Bancshares Incorporated,19999651840,banks-regional,Financial-Services
RF,Regions Financial Corporation,18176399360,banks-regional,Financial-Services
CFG,"Citizens Financial Group, Inc.",16225783808,banks-regional,Financial-Services
KEY,KeyCorp,14076900352,banks-regional,Financial-Services
BAP,Credicorp Ltd.,13406238720,banks-regional,Financial-Services
EWBC,"East West Bancorp, Inc.",10662156288,banks-regional,Financial-Services
FHN,First Horizon Corporation,8674200576,banks-regional,Financial-Services
WBS,Webster Financial Corporation,7747082752,banks-regional,Financial-Services
CBSH,"Commerce Bancshares, Inc.",7281077248,banks-regional,Financial-Services
CMA,Comerica Incorporated,7036391936,banks-regional,Financial-Services
CFR,"Cullen/Frost Bankers, Inc.",6806457856,banks-regional,Financial-Services
WAL,Western Alliance Bancorporation,6748703232,banks-regional,Financial-Services
ZION,"Zions Bancorporation, National Association",6440623104,banks-regional,Financial-Services
BPOP,"Popular, Inc.",6422513152,banks-regional,Financial-Services
PNFP,"Pinnacle Financial Partners, Inc.",6345068032,banks-regional,Financial-Services
WTFC,Wintrust Financial Corporation,6220007424,banks-regional,Financial-Services
PB,"Prosperity Bancshares, Inc.",6048488448,banks-regional,Financial-Services
SSB,SouthState Corporation,5986161664,banks-regional,Financial-Services
BOKF,BOK Financial Corporation,5952154112,banks-regional,Financial-Services
SNV,Synovus Financial Corp.,5576435712,banks-regional,Financial-Services
ONB,Old National Bancorp,5483111936,banks-regional,Financial-Services
OZK,Bank OZK,5303086080,banks-regional,Financial-Services
CADE,Cadence Bank,5284408832,banks-regional,Financial-Services
FNB,F.N.B. Corporation,4955657216,banks-regional,Financial-Services
HOMB,"Home Bancshares, Inc. (Conway, AR)",4943622144,banks-regional,Financial-Services
UBSI,"United Bankshares, Inc.",4591153664,banks-regional,Financial-Services
FFIN,"First Financial Bankshares, Inc.",4393050624,banks-regional,Financial-Services
GBCI,"Glacier Bancorp, Inc.",4298576896,banks-regional,Financial-Services
COLB,"Columbia Banking System, Inc.",4222992896,banks-regional,Financial-Services
HWC,Hancock Whitney Corporation,4120608512,banks-regional,Financial-Services
UMBF,UMB Financial Corporation,4024321024,banks-regional,Financial-Services
VLY,Valley National Bancorp,3933742848,banks-regional,Financial-Services
TFSL,TFS Financial Corporation,3727842048,banks-regional,Financial-Services
IBOC,International Bancshares Corporation,3694557184,banks-regional,Financial-Services
ABCB,Ameris Bancorp,3443323904,banks-regional,Financial-Services
SFBS,"ServisFirst Bancshares, Inc.",3424725248,banks-regional,Financial-Services
ASB,Associated Banc-Corp,3312350976,banks-regional,Financial-Services
AX,"Axos Financial, Inc.",3277340160,banks-regional,Financial-Services
UCBI,"United Community Banks, Inc.",3135685888,banks-regional,Financial-Services
FULT,Fulton Financial Corporation,3088271616,banks-regional,Financial-Services
BANF,BancFirst Corporation,3020409088,banks-regional,Financial-Services
FBP,First BanCorp.,3014062592,banks-regional,Financial-Services
AUB,Atlantic Union Bankshares Corporation,3005389312,banks-regional,Financial-Services
FIBK,"First Interstate BancSystem, Inc.",2890370048,banks-regional,Financial-Services
TCBI,"Texas Capital Bancshares, Inc.",2826244864,banks-regional,Financial-Services
FHB,"First Hawaiian, Inc.",2784398848,banks-regional,Financial-Services
WSFS,WSFS Financial Corporation,2768069888,banks-regional,Financial-Services
CATY,Cathay General Bancorp,2649485056,banks-regional,Financial-Services
BANC,"Banc of California, Inc.",2472674816,banks-regional,Financial-Services
CBU,"Community Bank System, Inc.",2427190016,banks-regional,Financial-Services
CVBF,CVB Financial Corp.,2403961600,banks-regional,Financial-Services
INTR,"Inter & Co, Inc.",2400449280,banks-regional,Financial-Services
EBC,"Eastern Bankshares, Inc.",2398649088,banks-regional,Financial-Services
BOH,Bank of Hawaii Corporation,2336494848,banks-regional,Financial-Services
WAFD,"WaFd, Inc",2315983616,banks-regional,Financial-Services
SFNC,Simmons First National Corporation,2255051520,banks-regional,Financial-Services
FFBC,First Financial Bancorp.,2223580160,banks-regional,Financial-Services
PPBI,"Pacific Premier Bancorp, Inc.",2213103104,banks-regional,Financial-Services
PRK,Park National Corporation,2209090048,banks-regional,Financial-Services
INDB,Independent Bank Corp.,2204133632,banks-regional,Financial-Services
BKU,"BankUnited, Inc.",2156733696,banks-regional,Financial-Services
SBCF,Seacoast Banking Corporation of Florida,2048632320,banks-regional,Financial-Services
TOWN,TowneBank,2047237888,banks-regional,Financial-Services
HTH,Hilltop Holdings Inc.,2044159232,banks-regional,Financial-Services
FRME,First Merchants Corporation,2031612800,banks-regional,Financial-Services
MBIN,Merchants Bancorp,1988680064,banks-regional,Financial-Services
TRMK,Trustmark Corporation,1887965440,banks-regional,Financial-Services
HTLF,"Heartland Financial USA, Inc.",1880218880,banks-regional,Financial-Services
FBK,FB Financial Corporation,1806487808,banks-regional,Financial-Services
OFG,OFG Bancorp,1763082752,banks-regional,Financial-Services
NBTB,NBT Bancorp Inc.,1739547904,banks-regional,Financial-Services
RNST,Renasant Corporation,1694214400,banks-regional,Financial-Services
TFIN,"Triumph Financial, Inc.",1681965184,banks-regional,Financial-Services
WSBC,"WesBanco, Inc.",1680488192,banks-regional,Financial-Services
IBTX,"Independent Bank Group, Inc.",1668007680,banks-regional,Financial-Services
TBBK,"The Bancorp, Inc.",1667915776,banks-regional,Financial-Services
CLBK,"Columbia Financial, Inc.",1651272448,banks-regional,Financial-Services
BANR,Banner Corporation,1590434048,banks-regional,Financial-Services
LOB,"Live Oak Bancshares, Inc.",1587234816,banks-regional,Financial-Services
LKFN,Lakeland Financial Corporation,1561573120,banks-regional,Financial-Services
CHCO,City Holding Company,1552549632,banks-regional,Financial-Services
CUBI,"Customers Bancorp, Inc.",1527208960,banks-regional,Financial-Services
EFSC,Enterprise Financial Services Corp,1476798080,banks-regional,Financial-Services
NWBI,"Northwest Bancshares, Inc.",1408690688,banks-regional,Financial-Services
FCF,First Commonwealth Financial Corporation,1398495744,banks-regional,Financial-Services
SYBT,"Stock Yards Bancorp, Inc.",1380589184,banks-regional,Financial-Services
CASH,"Pathward Financial, Inc.",1349228032,banks-regional,Financial-Services
BUSE,First Busey Corporation,1345618944,banks-regional,Financial-Services
NBHC,National Bank Holdings Corporation,1314810880,banks-regional,Financial-Services
WABC,Westamerica Bancorporation,1314676992,banks-regional,Financial-Services
FBNC,First Bancorp,1310828160,banks-regional,Financial-Services
HOPE,"Hope Bancorp, Inc.",1307412480,banks-regional,Financial-Services
SRCE,1st Source Corporation,1259995136,banks-regional,Financial-Services
STEL,"Stellar Bancorp, Inc.",1245602432,banks-regional,Financial-Services
TCBK,TriCo Bancshares,1242834944,banks-regional,Financial-Services
STBA,"S&T Bancorp, Inc.",1206342656,banks-regional,Financial-Services
NIC,"Nicolet Bankshares, Inc.",1196380928,banks-regional,Financial-Services
PFS,"Provident Financial Services, Inc.",1183073920,banks-regional,Financial-Services
VBTX,"Veritex Holdings, Inc.",1116622976,banks-regional,Financial-Services
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",1110447488,banks-regional,Financial-Services
PEBO,Peoples Bancorp Inc.,1064104128,banks-regional,Financial-Services
PFBC,Preferred Bank,1062978624,banks-regional,Financial-Services
BY,"Byline Bancorp, Inc.",1026685248,banks-regional,Financial-Services
RBCAA,"Republic Bancorp, Inc.",1021169408,banks-regional,Financial-Services
SASR,"Sandy Spring Bancorp, Inc.",1002165504,banks-regional,Financial-Services
OBK,"Origin Bancorp, Inc.",1001580992,banks-regional,Financial-Services
BHLB,"Berkshire Hills Bancorp, Inc.",970759424,banks-regional,Financial-Services
QCRH,"QCR Holdings, Inc.",962878784,banks-regional,Financial-Services
GABC,"German American Bancorp, Inc.",953858368,banks-regional,Financial-Services
OCFC,OceanFirst Financial Corp.,907123584,banks-regional,Financial-Services
LBAI,"Lakeland Bancorp, Inc.",843099200,banks-regional,Financial-Services
SBSI,"Southside Bancshares, Inc.",837674816,banks-regional,Financial-Services
BFC,Bank First Corporation,809776000,banks-regional,Financial-Services
BRKL,"Brookline Bancorp, Inc.",793364416,banks-regional,Financial-Services
CTBI,"Community Trust Bancorp, Inc.",785988736,banks-regional,Financial-Services
AMAL,Amalgamated Financial Corp.,774353920,banks-regional,Financial-Services
FBMS,"The First Bancshares, Inc.",773277312,banks-regional,Financial-Services
FMBH,"First Mid Bancshares, Inc.",770675200,banks-regional,Financial-Services
AMTB,Amerant Bancorp Inc.,762210240,banks-regional,Financial-Services
DCOM,"Dime Community Bancshares, Inc.",756019904,banks-regional,Financial-Services
CNOB,"ConnectOne Bancorp, Inc.",747112128,banks-regional,Financial-Services
PFC,Premier Financial Corp.,743121856,banks-regional,Financial-Services
TMP,Tompkins Financial Corporation,681644608,banks-regional,Financial-Services
CFFN,"Capitol Federal Financial, Inc.",672049536,banks-regional,Financial-Services
HFWA,Heritage Financial Corporation,655290304,banks-regional,Financial-Services
UVSP,Univest Financial Corporation,655100608,banks-regional,Financial-Services
FCBC,"First Community Bankshares, Inc.",653849152,banks-regional,Financial-Services
OSBC,"Old Second Bancorp, Inc.",643982784,banks-regional,Financial-Services
CFB,"CrossFirst Bankshares, Inc.",630350400,banks-regional,Financial-Services
MCBS,"MetroCity Bankshares, Inc.",627616960,banks-regional,Financial-Services
GSBC,"Great Southern Bancorp, Inc.",626728704,banks-regional,Financial-Services
NBBK,"NB Bancorp, Inc.",624357312,banks-regional,Financial-Services
MBWM,Mercantile Bank Corporation,620167168,banks-regional,Financial-Services
HBT,"HBT Financial, Inc.",606556800,banks-regional,Financial-Services
EGBN,"Eagle Bancorp, Inc.",604697728,banks-regional,Financial-Services
CPF,Central Pacific Financial Corp.,563831936,banks-regional,Financial-Services
CCB,Coastal Financial Corporation,561631808,banks-regional,Financial-Services
HBNC,"Horizon Bancorp, Inc.",550124032,banks-regional,Financial-Services
BFST,"Business First Bancshares, Inc.",535191296,banks-regional,Financial-Services
TRST,TrustCo Bank Corp NY,531351488,banks-regional,Financial-Services
GCBC,"Greene County Bancorp, Inc.",528852384,banks-regional,Financial-Services
IBCP,Independent Bank Corporation,526818624,banks-regional,Financial-Services
CATC,Cambridge Bancorp,523850688,banks-regional,Financial-Services
EQBK,"Equity Bancshares, Inc.",521758336,banks-regional,Financial-Services
HTBK,Heritage Commerce Corp,516980352,banks-regional,Financial-Services
MSBI,"Midland States Bancorp, Inc.",510273504,banks-regional,Financial-Services
MCBC,Macatawa Bank Corporation,495494272,banks-regional,Financial-Services
HONE,"HarborOne Bancorp, Inc.",488421504,banks-regional,Financial-Services
HAFC,Hanmi Financial Corporation,478367136,banks-regional,Financial-Services
MCB,Metropolitan Bank Holding Corp.,477786464,banks-regional,Financial-Services
SMBC,"Southern Missouri Bancorp, Inc.",470329216,banks-regional,Financial-Services
CAC,Camden National Corporation,467439392,banks-regional,Financial-Services
CCBG,"Capital City Bank Group, Inc.",465429696,banks-regional,Financial-Services
HTBI,"HomeTrust Bancshares, Inc.",464729472,banks-regional,Financial-Services
FMNB,Farmers National Banc Corp.,463691872,banks-regional,Financial-Services
FSBC,Five Star Bancorp,460379232,banks-regional,Financial-Services
WASH,"Washington Trust Bancorp, Inc.",452061152,banks-regional,Financial-Services
THFF,First Financial Corporation,444800896,banks-regional,Financial-Services
SPFI,"South Plains Financial, Inc.",441851104,banks-regional,Financial-Services
NBN,Northeast Bank,438613408,banks-regional,Financial-Services
PGC,Peapack-Gladstone Financial Corporation,414020544,banks-regional,Financial-Services
CCNE,CNB Financial Corporation,411243136,banks-regional,Financial-Services
BHRB,Burke & Herbert Financial Services Corp.,407270016,banks-regional,Financial-Services
ESQ,"Esquire Financial Holdings, Inc.",402283232,banks-regional,Financial-Services
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",400608928,banks-regional,Financial-Services
BHB,Bar Harbor Bankshares,397793792,banks-regional,Financial-Services
ALRS,Alerus Financial Corporation,396922560,banks-regional,Financial-Services
AROW,Arrow Financial Corporation,394942176,banks-regional,Financial-Services
HIFS,Hingham Institution for Savings,387277824,banks-regional,Financial-Services
SMBK,"SmartFinancial, Inc.",377464768,banks-regional,Financial-Services
SMMF,"Summit Financial Group, Inc.",377448192,banks-regional,Financial-Services
SHBI,"Shore Bancshares, Inc.",372289696,banks-regional,Financial-Services
KRNY,Kearny Financial Corp.,371157120,banks-regional,Financial-Services
MPB,"Mid Penn Bancorp, Inc.",353351264,banks-regional,Financial-Services
FFIC,Flushing Financial Corporation,353183488,banks-regional,Financial-Services
GNTY,"Guaranty Bancshares, Inc.",349279808,banks-regional,Financial-Services
RBB,RBB Bancorp,338678752,banks-regional,Financial-Services
MOFG,"MidWestOne Financial Group, Inc.",336273184,banks-regional,Financial-Services
RRBI,"Red River Bancshares, Inc.",330424032,banks-regional,Financial-Services
CWBC,Community West Bancshares,328334528,banks-regional,Financial-Services
FFWM,First Foundation Inc.,328334144,banks-regional,Financial-Services
BWB,"Bridgewater Bancshares, Inc.",328042720,banks-regional,Financial-Services
EBTC,"Enterprise Bancorp, Inc.",313375520,banks-regional,Financial-Services
FRBA,First Bank,305423200,banks-regional,Financial-Services
BSRR,Sierra Bancorp,305408736,banks-regional,Financial-Services
HBCP,"Home Bancorp, Inc.",300787040,banks-regional,Financial-Services
FMAO,"Farmers & Merchants Bancorp, Inc.",297751648,banks-regional,Financial-Services
CARE,"Carter Bankshares, Inc.",296483424,banks-regional,Financial-Services
OBT,"Orange County Bancorp, Inc.",293452448,banks-regional,Financial-Services
FBIZ,"First Business Financial Services, Inc.",292591456,banks-regional,Financial-Services
WTBA,"West Bancorporation, Inc.",290545920,banks-regional,Financial-Services
TCBX,"Third Coast Bancshares, Inc.",285755200,banks-regional,Financial-Services
ORRF,"Orrstown Financial Services, Inc.",284742368,banks-regional,Financial-Services
ACNB,ACNB Corporation,283855648,banks-regional,Financial-Services
PFIS,Peoples Financial Services Corp.,279467488,banks-regional,Financial-Services
UNTY,"Unity Bancorp, Inc.",278218816,banks-regional,Financial-Services
INBK,First Internet Bancorp,277856128,banks-regional,Financial-Services
CBNK,"Capital Bancorp, Inc.",277653088,banks-regional,Financial-Services
FISI,"Financial Institutions, Inc.",275727168,banks-regional,Financial-Services
NEWT,"NewtekOne, Inc.",275506912,banks-regional,Financial-Services
CZNC,Citizens & Northern Corporation,274037728,banks-regional,Financial-Services
FDBC,"Fidelity D & D Bancorp, Inc.",272874720,banks-regional,Financial-Services
NRIM,"Northrim BanCorp, Inc.",271404256,banks-regional,Financial-Services
BSVN,Bank7 Corp.,267353808,banks-regional,Financial-Services
BCAL,Southern California Bancorp,262900960,banks-regional,Financial-Services
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",260753984,banks-regional,Financial-Services
FNLC,"The First Bancorp, Inc.",257012480,banks-regional,Financial-Services
FSBW,"FS Bancorp, Inc.",256030240,banks-regional,Financial-Services
FRST,Primis Financial Corp.,255080752,banks-regional,Financial-Services
BMRC,Bank of Marin Bancorp,253407056,banks-regional,Financial-Services
JMSB,"John Marshall Bancorp, Inc.",247870288,banks-regional,Financial-Services
WSBF,"Waterstone Financial, Inc.",243980800,banks-regional,Financial-Services
LNKB,"LINKBANCORP, Inc.",242389808,banks-regional,Financial-Services
MVBF,MVB Financial Corp.,237813472,banks-regional,Financial-Services
PBFS,"Pioneer Bancorp, Inc.",237695952,banks-regional,Financial-Services
NECB,"Northeast Community Bancorp, Inc.",233492288,banks-regional,Financial-Services
USCB,"USCB Financial Holdings, Inc.",230696864,banks-regional,Financial-Services
SSBK,"Southern States Bancshares, Inc.",230375056,banks-regional,Financial-Services
FLIC,The First of Long Island Corporation,228375456,banks-regional,Financial-Services
BCML,BayCom Corp,228056784,banks-regional,Financial-Services
CIVB,"Civista Bancshares, Inc.",223637952,banks-regional,Financial-Services
PCB,PCB Bancorp,220233072,banks-regional,Financial-Services
CVLY,"Codorus Valley Bancorp, Inc.",217306928,banks-regional,Financial-Services
BLFY,Blue Foundry Bancorp,216571024,banks-regional,Financial-Services
SFST,"Southern First Bancshares, Inc.",215729120,banks-regional,Financial-Services
LCNB,LCNB Corp.,213486816,banks-regional,Financial-Services
PLBC,Plumas Bancorp,213376224,banks-regional,Financial-Services
FVCB,"FVCBankcorp, Inc.",213241408,banks-regional,Financial-Services
TSBK,"Timberland Bancorp, Inc.",212007952,banks-regional,Financial-Services
OVLY,Oak Valley Bancorp,207735072,banks-regional,Financial-Services
HMST,"HomeStreet, Inc.",207056432,banks-regional,Financial-Services
CZFS,"Citizens Financial Services, Inc.",206636864,banks-regional,Financial-Services
PDLB,"Ponce Financial Group, Inc.",206576688,banks-regional,Financial-Services
NWFL,Norwood Financial Corp.,205673664,banks-regional,Financial-Services
CHMG,Chemung Financial Corporation,205523136,banks-regional,Financial-Services
PKBK,"Parke Bancorp, Inc.",201377776,banks-regional,Financial-Services
CBAN,"Colony Bankcorp, Inc.",198412176,banks-regional,Financial-Services
COFS,"ChoiceOne Financial Services, Inc.",194594912,banks-regional,Financial-Services
BPRN,"Princeton Bancorp, Inc.",192380800,banks-regional,Financial-Services
BWFG,"Bankwell Financial Group, Inc.",189796320,banks-regional,Financial-Services
FFNW,"First Financial Northwest, Inc.",187158160,banks-regional,Financial-Services
MBCN,Middlefield Banc Corp.,187076976,banks-regional,Financial-Services
GS,"The Goldman Sachs Group, Inc.",141296844800,capital-markets,Financial-Services
MS,Morgan Stanley,152317640704,capital-markets,Financial-Services
SCHW,The Charles Schwab Corporation,138921279488,capital-markets,Financial-Services
IBKR,"Interactive Brokers Group, Inc.",50066018304,capital-markets,Financial-Services
RJF,"Raymond James Financial, Inc.",26007263232,capital-markets,Financial-Services
TW,Tradeweb Markets Inc.,22783133696,capital-markets,Financial-Services
LPLA,LPL Financial Holdings Inc.,20230422528,capital-markets,Financial-Services
HOOD,"Robinhood Markets, Inc.",15775106048,capital-markets,Financial-Services
XP,XP Inc.,12278563840,capital-markets,Financial-Services
JEF,Jefferies Financial Group Inc.,9512294400,capital-markets,Financial-Services
HLI,"Houlihan Lokey, Inc.",9113656320,capital-markets,Financial-Services
SF,Stifel Financial Corp.,8387475456,capital-markets,Financial-Services
MKTX,MarketAxess Holdings Inc.,7718194688,capital-markets,Financial-Services
EVR,Evercore Inc.,7311587328,capital-markets,Financial-Services
MARA,"Marathon Digital Holdings, Inc.",4781645824,capital-markets,Financial-Services
FRHC,Freedom Holding Corp.,4146314496,capital-markets,Financial-Services
BGC,"BGC Group, Inc.",4118111232,capital-markets,Financial-Services
PJT,PJT Partners Inc.,3955451648,capital-markets,Financial-Services
CLSK,"CleanSpark, Inc.",3640597504,capital-markets,Financial-Services
MC,Moelis & Company,3628895744,capital-markets,Financial-Services
VIRT,"Virtu Financial, Inc.",3543152896,capital-markets,Financial-Services
LAZ,"Lazard, Inc.",3522485504,capital-markets,Financial-Services
PIPR,Piper Sandler Companies,3215783936,capital-markets,Financial-Services
RIOT,"Riot Platforms, Inc.",3003363840,capital-markets,Financial-Services
SNEX,StoneX Group Inc.,2332491520,capital-markets,Financial-Services
DFIN,"Donnelley Financial Solutions, Inc.",1867129600,capital-markets,Financial-Services
PWP,Perella Weinberg Partners,1386972800,capital-markets,Financial-Services
MRX,Marex Group plc,1340586624,capital-markets,Financial-Services
AMRK,"A-Mark Precious Metals, Inc.",944347904,capital-markets,Financial-Services
HUT,Hut 8 Corp.,740022784,capital-markets,Financial-Services
