Symbol,Name,Market Cap,Industry,Sector
NAMS,NewAmsterdam Pharma Company N.V.,1947827712,biotechnology,Healthcare
BEAM,Beam Therapeutics Inc.,1903834880,biotechnology,Healthcare
SNDX,"Syndax Pharmaceuticals, Inc.",1873802240,biotechnology,Healthcare
EWTX,"Edgewise Therapeutics, Inc.",1823372928,biotechnology,Healthcare
FUSN,Fusion Pharmaceuticals Inc.,1820354304,biotechnology,Healthcare
HRMY,"Harmony Biosciences Holdings, Inc.",1792920320,biotechnology,Healthcare
CPRX,"Catalyst Pharmaceuticals, Inc.",1737121920,biotechnology,Healthcare
INBX,"Inhibrx, Inc.",1618450560,biotechnology,Healthcare
ADMA,"ADMA Biologics, Inc.",1572572928,biotechnology,Healthcare
KURA,"Kura Oncology, Inc.",1571605760,biotechnology,Healthcare
PTGX,"Protagonist Therapeutics, Inc.",1529998464,biotechnology,Healthcare
SLNO,"Soleno Therapeutics, Inc.",1507517824,biotechnology,Healthcare
DAWN,"Day One Biopharmaceuticals, Inc.",1500266496,biotechnology,Healthcare
MORF,"Morphic Holding, Inc.",1497798656,biotechnology,Healthcare
XNCR,"Xencor, Inc.",1486321280,biotechnology,Healthcare
NMRA,"Neumora Therapeutics, Inc.",1474940160,biotechnology,Healthcare
SYRE,"Spyre Therapeutics, Inc.",1441196928,biotechnology,Healthcare
RCUS,"Arcus Biosciences, Inc.",1427958912,biotechnology,Healthcare
KNSA,"Kiniksa Pharmaceuticals, Ltd.",1424477184,biotechnology,Healthcare
VIR,"Vir Biotechnology, Inc.",1411419264,biotechnology,Healthcare
TARS,"Tarsus Pharmaceuticals, Inc.",1392071296,biotechnology,Healthcare
AKRO,"Akero Therapeutics, Inc.",1359508608,biotechnology,Healthcare
FDMT,"4D Molecular Therapeutics, Inc.",1349534848,biotechnology,Healthcare
LGND,Ligand Pharmaceuticals Incorporated,1327125760,biotechnology,Healthcare
GYRE,"Gyre Therapeutics, Inc.",1293965952,biotechnology,Healthcare
PRTA,Prothena Corporation plc,1231811072,biotechnology,Healthcare
SRRK,Scholar Rock Holding Corporation,1224225408,biotechnology,Healthcare
CGEM,"Cullinan Therapeutics, Inc.",1218756480,biotechnology,Healthcare
MIRM,"Mirum Pharmaceuticals, Inc.",1217539456,biotechnology,Healthcare
PHVS,Pharvaris N.V.,1216257408,biotechnology,Healthcare
IMTX,Immatics N.V.,1109148544,biotechnology,Healthcare
MDXG,"MiMedx Group, Inc.",1087841408,biotechnology,Healthcare
ELVN,"Enliven Therapeutics, Inc.",1065142336,biotechnology,Healthcare
EYPT,"EyePoint Pharmaceuticals, Inc.",1028140096,biotechnology,Healthcare
VRDN,"Viridian Therapeutics, Inc.",982866496,biotechnology,Healthcare
MGNX,"MacroGenics, Inc.",980323008,biotechnology,Healthcare
LQDA,Liquidia Corporation,976934784,biotechnology,Healthcare
OCUL,"Ocular Therapeutix, Inc.",954659456,biotechnology,Healthcare
SAVA,"Cassava Sciences, Inc.",953569856,biotechnology,Healthcare
INVA,"Innoviva, Inc.",950281216,biotechnology,Healthcare
SPRY,"ARS Pharmaceuticals, Inc.",944720384,biotechnology,Healthcare
IMNM,"Immunome, Inc.",944108544,biotechnology,Healthcare
TYRA,"Tyra Biosciences, Inc.",937551616,biotechnology,Healthcare
RLAY,"Relay Therapeutics, Inc.",934503680,biotechnology,Healthcare
PRAX,"Praxis Precision Medicines, Inc.",933059456,biotechnology,Healthcare
ARQT,"Arcutis Biotherapeutics, Inc.",924200000,biotechnology,Healthcare
ETNB,"89bio, Inc.",877971776,biotechnology,Healthcare
PLRX,"Pliant Therapeutics, Inc.",843255424,biotechnology,Healthcare
SAGE,"Sage Therapeutics, Inc.",838937024,biotechnology,Healthcare
ZNTL,"Zentalis Pharmaceuticals, Inc.",831564544,biotechnology,Healthcare
LBPH,"Longboard Pharmaceuticals, Inc.",831021504,biotechnology,Healthcare
RGNX,REGENXBIO Inc.,825388608,biotechnology,Healthcare
TNGX,"Tango Therapeutics, Inc.",812253376,biotechnology,Healthcare
CRGX,"CARGO Therapeutics, Inc.",800363648,biotechnology,Healthcare
NRIX,"Nurix Therapeutics, Inc.",780442624,biotechnology,Healthcare
ALXO,ALX Oncology Holdings Inc.,775661568,biotechnology,Healthcare
DNTH,"Dianthus Therapeutics, Inc.",757193856,biotechnology,Healthcare
YMAB,"Y-mAbs Therapeutics, Inc.",752415104,biotechnology,Healthcare
WVE,Wave Life Sciences Ltd.,751038656,biotechnology,Healthcare
IRON,"Disc Medicine, Inc.",736453504,biotechnology,Healthcare
ARCT,Arcturus Therapeutics Holdings Inc.,734326592,biotechnology,Healthcare
AUPH,Aurinia Pharmaceuticals Inc.,729396928,biotechnology,Healthcare
ANAB,"AnaptysBio, Inc.",726128384,biotechnology,Healthcare
COGT,"Cogent Biosciences, Inc.",719968896,biotechnology,Healthcare
MNMD,Mind Medicine (MindMed) Inc.,718723968,biotechnology,Healthcare
ENGN,enGene Holdings Inc.,684004992,biotechnology,Healthcare
HLVX,"HilleVax, Inc.",676701440,biotechnology,Healthcare
PRME,"Prime Medicine, Inc.",670962112,biotechnology,Healthcare
KYTX,"Kyverna Therapeutics, Inc.",657506816,biotechnology,Healthcare
ORIC,"ORIC Pharmaceuticals, Inc.",654670592,biotechnology,Healthcare
ZYME,Zymeworks Inc.,650485056,biotechnology,Healthcare
MLYS,"Mineralys Therapeutics, Inc.",642724032,biotechnology,Healthcare
STOK,"Stoke Therapeutics, Inc.",626452352,biotechnology,Healthcare
GHRS,GH Research PLC,607688192,biotechnology,Healthcare
CABA,"Cabaletta Bio, Inc.",597806336,biotechnology,Healthcare
OLMA,"Olema Pharmaceuticals, Inc.",596813632,biotechnology,Healthcare
IGMS,"IGM Biosciences, Inc.",594799616,biotechnology,Healthcare
PHAT,"Phathom Pharmaceuticals, Inc.",587581952,biotechnology,Healthcare
AVTE,"Aerovate Therapeutics, Inc.",583081856,biotechnology,Healthcare
AVBP,"ArriVent BioPharma, Inc.",577098176,biotechnology,Healthcare
ABSI,Absci Corporation,574461632,biotechnology,Healthcare
KRRO,"Korro Bio, Inc.",540040896,biotechnology,Healthcare
CELC,Celcuity Inc.,538106304,biotechnology,Healthcare
VERV,"Verve Therapeutics, Inc.",537945152,biotechnology,Healthcare
OCS,Oculis Holding AG,533116160,biotechnology,Healthcare
ATXS,"Astria Therapeutics, Inc.",524420128,biotechnology,Healthcare
CDMO,"Avid Bioservices, Inc.",523708352,biotechnology,Healthcare
NKTX,"Nkarta, Inc.",521460256,biotechnology,Healthcare
ALEC,"Alector, Inc.",519512992,biotechnology,Healthcare
ALT,"Altimmune, Inc.",517535680,biotechnology,Healthcare
URGN,UroGen Pharma Ltd.,516660448,biotechnology,Healthcare
STTK,"Shattuck Labs, Inc.",512598688,biotechnology,Healthcare
KALV,"KalVista Pharmaceuticals, Inc.",511744096,biotechnology,Healthcare
LRMR,"Larimar Therapeutics, Inc.",495406976,biotechnology,Healthcare
FULC,"Fulcrum Therapeutics, Inc.",481690400,biotechnology,Healthcare
VYGR,"Voyager Therapeutics, Inc.",479160960,biotechnology,Healthcare
THRD,"Third Harmonic Bio, Inc.",476854560,biotechnology,Healthcare
TVTX,"Travere Therapeutics, Inc.",476441120,biotechnology,Healthcare
NGNE,Neurogene Inc.,471270592,biotechnology,Healthcare
EDIT,"Editas Medicine, Inc.",466270784,biotechnology,Healthcare
CCCC,"C4 Therapeutics, Inc.",463751072,biotechnology,Healthcare
PEPG,PepGen Inc.,459943680,biotechnology,Healthcare
TBPH,"Theravance Biopharma, Inc.",459377600,biotechnology,Healthcare
RNAC,"Cartesian Therapeutics, Inc.",455580160,biotechnology,Healthcare
TCRX,"TScan Therapeutics, Inc.",452505600,biotechnology,Healthcare
BMEA,"Biomea Fusion, Inc.",444707456,biotechnology,Healthcare
TRDA,"Entrada Therapeutics, Inc.",443201152,biotechnology,Healthcare
REPL,"Replimune Group, Inc.",426645184,biotechnology,Healthcare
CBUS,"Cibus, Inc.",422496000,biotechnology,Healthcare
LXEO,"Lexeo Therapeutics, Inc.",420740864,biotechnology,Healthcare
LENZ,"LENZ Therapeutics, Inc.",420281376,biotechnology,Healthcare
ITOS,"iTeos Therapeutics, Inc.",419357728,biotechnology,Healthcare
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",407364160,biotechnology,Healthcare
TRML,"Tourmaline Bio, Inc.",406240576,biotechnology,Healthcare
AURA,"Aura Biosciences, Inc.",390815360,biotechnology,Healthcare
SLDB,Solid Biosciences Inc.,382393088,biotechnology,Healthcare
ANRO,"Alto Neuroscience, Inc.",382290496,biotechnology,Healthcare
RANI,"Rani Therapeutics Holdings, Inc.",370084704,biotechnology,Healthcare
JSPR,"Jasper Therapeutics, Inc.",369898912,biotechnology,Healthcare
BDTX,"Black Diamond Therapeutics, Inc.",365610880,biotechnology,Healthcare
SKYE,"Skye Bioscience, Inc.",365378976,biotechnology,Healthcare
CTNM,"Contineum Therapeutics, Inc.",354092960,biotechnology,Healthcare
TERN,"Terns Pharmaceuticals, Inc.",351830912,biotechnology,Healthcare
MGTX,MeiraGTx Holdings plc,321532992,biotechnology,Healthcare
CRMD,CorMedix Inc.,321089632,biotechnology,Healthcare
ENTA,"Enanta Pharmaceuticals, Inc.",320936512,biotechnology,Healthcare
INO,"Inovio Pharmaceuticals, Inc.",313469856,biotechnology,Healthcare
GUTS,"Fractyl Health, Inc.",311687744,biotechnology,Healthcare
VRCA,Verrica Pharmaceuticals Inc.,307969920,biotechnology,Healthcare
QTTB,Q32 Bio Inc.,305275904,biotechnology,Healthcare
EPIX,ESSA Pharma Inc.,304358144,biotechnology,Healthcare
ACRV,"Acrivon Therapeutics, Inc.",296096064,biotechnology,Healthcare
RAPT,"RAPT Therapeutics, Inc.",289881504,biotechnology,Healthcare
XOMA,XOMA Corporation,288315296,biotechnology,Healthcare
GLUE,"Monte Rosa Therapeutics, Inc.",284337952,biotechnology,Healthcare
ELYM,"Eliem Therapeutics, Inc.",280287616,biotechnology,Healthcare
VSTM,"Verastem, Inc.",275853920,biotechnology,Healthcare
AGEN,Agenus Inc.,274398112,biotechnology,Healthcare
ATNM,"Actinium Pharmaceuticals, Inc.",266860160,biotechnology,Healthcare
CADL,"Candel Therapeutics, Inc.",264714464,biotechnology,Healthcare
HOWL,"Werewolf Therapeutics, Inc.",263118720,biotechnology,Healthcare
FBLG,"FibroBiologics, Inc.",262407200,biotechnology,Healthcare
XBIT,XBiotech Inc.,258528128,biotechnology,Healthcare
FHTX,Foghorn Therapeutics Inc.,254969728,biotechnology,Healthcare
MGX,"Metagenomi, Inc.",236825568,biotechnology,Healthcare
INMB,"INmune Bio, Inc.",228634768,biotechnology,Healthcare
MACK,"Merrimack Pharmaceuticals, Inc.",217976992,biotechnology,Healthcare
ADVM,"Adverum Biotechnologies, Inc.",216473616,biotechnology,Healthcare
BOLD,"Boundless Bio, Inc.",207937456,biotechnology,Healthcare
OTLK,"Outlook Therapeutics, Inc.",200367104,biotechnology,Healthcare
CRVO,CervoMed Inc.,198584976,biotechnology,Healthcare
GLSI,"Greenwich LifeSciences, Inc.",185320176,biotechnology,Healthcare
TELO,"Telomir Pharmaceuticals, Inc.",183580752,biotechnology,Healthcare
OBIO,"Orchestra BioMed Holdings, Inc.",182511152,biotechnology,Healthcare
MDWD,MediWound Ltd.,177020576,biotechnology,Healthcare
CAPR,"Capricor Therapeutics, Inc.",172321408,biotechnology,Healthcare
NVCT,"Nuvectis Pharma, Inc.",149538320,biotechnology,Healthcare
SYRS,"Syros Pharmaceuticals, Inc.",137116176,biotechnology,Healthcare
COYA,"Coya Therapeutics, Inc.",126747104,biotechnology,Healthcare
CRIS,"Curis, Inc.",96427152,biotechnology,Healthcare
ELTX,"Elicio Therapeutics, Inc.",91879760,biotechnology,Healthcare
AFMD,Affimed N.V.,82533048,biotechnology,Healthcare
BNTC,Benitec Biopharma Inc.,74657232,biotechnology,Healthcare
TIL,"Instil Bio, Inc.",73494184,biotechnology,Healthcare
DTIL,"Precision BioSciences, Inc.",72758848,biotechnology,Healthcare
ASMB,"Assembly Biosciences, Inc.",72098160,biotechnology,Healthcare
CSBR,"Champions Oncology, Inc.",69736192,biotechnology,Healthcare
LABP,"Landos Biopharma, Inc.",69356080,biotechnology,Healthcare
CLGN,CollPlant Biotechnologies Ltd.,68154272,biotechnology,Healthcare
LTRN,Lantern Pharma Inc.,66058996,biotechnology,Healthcare
CALC,"CalciMedica, Inc.",61648172,biotechnology,Healthcare
VTVT,vTv Therapeutics Inc.,57488480,biotechnology,Healthcare
ANVS,"Annovis Bio, Inc.",57091368,biotechnology,Healthcare
CDTX,"Cidara Therapeutics, Inc.",57067492,biotechnology,Healthcare
ICCC,ImmuCell Corporation,39355676,biotechnology,Healthcare
SRZN,"Surrozen, Inc.",31987900,biotechnology,Healthcare
APM,Aptorum Group Limited,30528738,biotechnology,Healthcare
PLUR,Pluri Inc.,30055940,biotechnology,Healthcare
APRE,"Aprea Therapeutics, Inc.",29051676,biotechnology,Healthcare
ONCT,"Oncternal Therapeutics, Inc.",25882052,biotechnology,Healthcare
TMO,Thermo Fisher Scientific Inc.,218486603776,diagnostics-research,Healthcare
DHR,Danaher Corporation,183971840000,diagnostics-research,Healthcare
A,"Agilent Technologies, Inc.",40866521088,diagnostics-research,Healthcare
IQV,IQVIA Holdings Inc.,40698011648,diagnostics-research,Healthcare
IDXX,"IDEXX Laboratories, Inc.",39691456512,diagnostics-research,Healthcare
MTD,Mettler-Toledo International Inc.,26776580096,diagnostics-research,Healthcare
ICLR,ICON Public Limited Company,25550946304,diagnostics-research,Healthcare
WAT,Waters Corporation,19053273088,diagnostics-research,Healthcare
ILMN,"Illumina, Inc.",18780942336,diagnostics-research,Healthcare
LH,Laboratory Corporation of America Holdings,16969988096,diagnostics-research,Healthcare
DGX,Quest Diagnostics Incorporated,15261819904,diagnostics-research,Healthcare
RVTY,"Revvity, Inc.",12427850752,diagnostics-research,Healthcare
MEDP,"Medpace Holdings, Inc.",12163153920,diagnostics-research,Healthcare
CRL,"Charles River Laboratories International, Inc.",12026226688,diagnostics-research,Healthcare
NTRA,"Natera, Inc.",11855029248,diagnostics-research,Healthcare
EXAS,Exact Sciences Corporation,11413408768,diagnostics-research,Healthcare
QGEN,Qiagen N.V.,9534984192,diagnostics-research,Healthcare
RDNT,"RadNet, Inc.",3783459584,diagnostics-research,Healthcare
SHC,Sotera Health Company,3119442688,diagnostics-research,Healthcare
NEOG,Neogen Corporation,2603628288,diagnostics-research,Healthcare
TWST,Twist Bioscience Corporation,2397746688,diagnostics-research,Healthcare
GH,"Guardant Health, Inc.",2301188608,diagnostics-research,Healthcare
NEO,"NeoGenomics, Inc.",1953993600,diagnostics-research,Healthcare
MYGN,"Myriad Genetics, Inc.",1761612544,diagnostics-research,Healthcare
VCYT,"Veracyte, Inc.",1555708672,diagnostics-research,Healthcare
CSTL,"Castle Biosciences, Inc.",671683200,diagnostics-research,Healthcare
FLGT,"Fulgent Genetics, Inc.",643372480,diagnostics-research,Healthcare
CDNA,"CareDx, Inc",505518752,diagnostics-research,Healthcare
SERA,"Sera Prognostics, Inc.",354151616,diagnostics-research,Healthcare
FONR,FONAR Corporation,105284632,diagnostics-research,Healthcare
PRPH,"ProPhase Labs, Inc.",103405472,diagnostics-research,Healthcare
PRE,Prenetics Global Limited,63895956,diagnostics-research,Healthcare
ISRG,"Intuitive Surgical, Inc.",135270670336,medical-instruments-supplies,Healthcare
BDX,"Becton, Dickinson and Company",67823931392,medical-instruments-supplies,Healthcare
RMD,ResMed Inc.,31875880960,medical-instruments-supplies,Healthcare
WST,"West Pharmaceutical Services, Inc.",26721433600,medical-instruments-supplies,Healthcare
BAX,Baxter International Inc.,18798405632,medical-instruments-supplies,Healthcare
COO,"The Cooper Companies, Inc.",18015244288,medical-instruments-supplies,Healthcare
HOLX,"Hologic, Inc.",17862674432,medical-instruments-supplies,Healthcare
ATR,"AptarGroup, Inc.",9728158720,medical-instruments-supplies,Healthcare
TFX,Teleflex Incorporated,9562298368,medical-instruments-supplies,Healthcare
RGEN,Repligen Corporation,9334069248,medical-instruments-supplies,Healthcare
STVN,Stevanato Group S.p.A.,7214739968,medical-instruments-supplies,Healthcare
XRAY,DENTSPLY SIRONA Inc.,5873881600,medical-instruments-supplies,Healthcare
HAE,Haemonetics Corporation,4794207744,medical-instruments-supplies,Healthcare
MMSI,"Merit Medical Systems, Inc.",4588606976,medical-instruments-supplies,Healthcare
NVST,Envista Holdings Corporation,3265302016,medical-instruments-supplies,Healthcare
AZTA,"Azenta, Inc.",2978971648,medical-instruments-supplies,Healthcare
ICUI,"ICU Medical, Inc.",2436266240,medical-instruments-supplies,Healthcare
STAA,STAAR Surgical Company,2235956224,medical-instruments-supplies,Healthcare
LMAT,"LeMaitre Vascular, Inc.",1665942144,medical-instruments-supplies,Healthcare
WRBY,Warby Parker Inc.,1507537920,medical-instruments-supplies,Healthcare
ATRC,"AtriCure, Inc.",1010706240,medical-instruments-supplies,Healthcare
BLFS,"BioLife Solutions, Inc.",816759040,medical-instruments-supplies,Healthcare
ATRI,Atrion Corporation,730245632,medical-instruments-supplies,Healthcare
EMBC,Embecta Corp.,584425792,medical-instruments-supplies,Healthcare
PLSE,"Pulse Biosciences, Inc.",431861856,medical-instruments-supplies,Healthcare
OSUR,"OraSure Technologies, Inc.",419274816,medical-instruments-supplies,Healthcare
ANIK,"Anika Therapeutics, Inc.",409118304,medical-instruments-supplies,Healthcare
SMTI,Sanara MedTech Inc.,279723616,medical-instruments-supplies,Healthcare
ANGO,"AngioDynamics, Inc.",251141712,medical-instruments-supplies,Healthcare
UTMD,"Utah Medical Products, Inc.",243720048,medical-instruments-supplies,Healthcare
INFU,"InfuSystem Holdings, Inc.",159910544,medical-instruments-supplies,Healthcare
PDEX,"Pro-Dex, Inc.",64080312,medical-instruments-supplies,Healthcare
DXR,Daxor Corporation,47102232,medical-instruments-supplies,Healthcare
HCA,"HCA Healthcare, Inc.",80606658560,medical-care-facilities,Healthcare
DVA,DaVita Inc.,11791613952,medical-care-facilities,Healthcare
THC,Tenet Healthcare Corporation,11749311488,medical-care-facilities,Healthcare
UHS,"Universal Health Services, Inc.",11291944960,medical-care-facilities,Healthcare
CHE,Chemed Corporation,8472097280,medical-care-facilities,Healthcare
EHC,Encompass Health Corporation,8377998848,medical-care-facilities,Healthcare
ENSG,"The Ensign Group, Inc.",6653729280,medical-care-facilities,Healthcare
ACHC,"Acadia Healthcare Company, Inc.",6134256640,medical-care-facilities,Healthcare
OPCH,"Option Care Health, Inc.",5181454848,medical-care-facilities,Healthcare
SEM,Select Medical Holdings Corporation,4086905856,medical-care-facilities,Healthcare
PACS,"PACS Group, Inc.",3666247936,medical-care-facilities,Healthcare
SGRY,"Surgery Partners, Inc.",3117812224,medical-care-facilities,Healthcare
AMED,"Amedisys, Inc.",3008889088,medical-care-facilities,Healthcare
LFST,"LifeStance Health Group, Inc.",2545711616,medical-care-facilities,Healthcare
AMN,"AMN Healthcare Services, Inc.",2255502336,medical-care-facilities,Healthcare
ASTH,"Astrana Health, Inc.",1702227328,medical-care-facilities,Healthcare
ADUS,Addus HomeCare Corporation,1607563392,medical-care-facilities,Healthcare
USPH,"U.S. Physical Therapy, Inc.",1585164032,medical-care-facilities,Healthcare
BKD,Brookdale Senior Living Inc.,1445667328,medical-care-facilities,Healthcare
NHC,National HealthCare Corporation,1408345344,medical-care-facilities,Healthcare
HCSG,"Healthcare Services Group, Inc.",796854016,medical-care-facilities,Healthcare
MD,"Pediatrix Medical Group, Inc.",783962560,medical-care-facilities,Healthcare
PNTG,"The Pennant Group, Inc.",650371648,medical-care-facilities,Healthcare
CCRN,"Cross Country Healthcare, Inc.",579684224,medical-care-facilities,Healthcare
EHAB,"Enhabit, Inc.",510586048,medical-care-facilities,Healthcare
AUNA,Auna SA,479725216,medical-care-facilities,Healthcare
SNDA,"Sonida Senior Living, Inc.",462747008,medical-care-facilities,Healthcare
BTMD,biote Corp.,450953792,medical-care-facilities,Healthcare
MODV,ModivCare Inc.,383694304,medical-care-facilities,Healthcare
AIRS,"AirSculpt Technologies, Inc.",314441888,medical-care-facilities,Healthcare
JYNT,The Joint Corp.,240763504,medical-care-facilities,Healthcare
ZTS,Zoetis Inc.,76233211904,drug-manufacturers-specialty-generic,Healthcare
NBIX,"Neurocrine Biosciences, Inc.",14160632832,drug-manufacturers-specialty-generic,Healthcare
VTRS,Viatris Inc.,14037880832,drug-manufacturers-specialty-generic,Healthcare
CTLT,"Catalent, Inc.",10225031168,drug-manufacturers-specialty-generic,Healthcare
ITCI,"Intra-Cellular Therapies, Inc.",7263285248,drug-manufacturers-specialty-generic,Healthcare
ELAN,Elanco Animal Health Incorporated,6685132288,drug-manufacturers-specialty-generic,Healthcare
LNTH,"Lantheus Holdings, Inc.",5235180544,drug-manufacturers-specialty-generic,Healthcare
PRGO,Perrigo Company plc,4443569664,drug-manufacturers-specialty-generic,Healthcare
ALKS,Alkermes plc,4069764608,drug-manufacturers-specialty-generic,Healthcare
ALVO,Alvotech,4025764864,drug-manufacturers-specialty-generic,Healthcare
AVDL,Avadel Pharmaceuticals plc,3513562112,drug-manufacturers-specialty-generic,Healthcare
PBH,Prestige Consumer Healthcare Inc.,3475450880,drug-manufacturers-specialty-generic,Healthcare
DCPH,"Deciphera Pharmaceuticals, Inc.",2086895872,drug-manufacturers-specialty-generic,Healthcare
AMRX,"Amneal Pharmaceuticals, Inc.",2085825024,drug-manufacturers-specialty-generic,Healthcare
AMPH,"Amphastar Pharmaceuticals, Inc.",2074846080,drug-manufacturers-specialty-generic,Healthcare
SUPN,"Supernus Pharmaceuticals, Inc.",1694842240,drug-manufacturers-specialty-generic,Healthcare
TARO,Taro Pharmaceutical Industries Ltd.,1595466240,drug-manufacturers-specialty-generic,Healthcare
DVAX,Dynavax Technologies Corporation,1536331648,drug-manufacturers-specialty-generic,Healthcare
ANIP,"ANI Pharmaceuticals, Inc.",1410925184,drug-manufacturers-specialty-generic,Healthcare
IRWD,"Ironwood Pharmaceuticals, Inc.",1290730752,drug-manufacturers-specialty-generic,Healthcare
PCRX,"Pacira BioSciences, Inc.",1265896192,drug-manufacturers-specialty-generic,Healthcare
COLL,"Collegium Pharmaceutical, Inc.",1226790784,drug-manufacturers-specialty-generic,Healthcare
EOLS,"Evolus, Inc.",832496192,drug-manufacturers-specialty-generic,Healthcare
SIGA,"SIGA Technologies, Inc.",721893312,drug-manufacturers-specialty-generic,Healthcare
PAHC,Phibro Animal Health Corporation,691396416,drug-manufacturers-specialty-generic,Healthcare
PETQ,"PetIQ, Inc.",506340224,drug-manufacturers-specialty-generic,Healthcare
HROW,"Harrow, Inc.",367261024,drug-manufacturers-specialty-generic,Healthcare
LFCR,"Lifecore Biomedical, Inc.",195194688,drug-manufacturers-specialty-generic,Healthcare
SSIC,Silver Spike Investment Corp.,69420880,drug-manufacturers-specialty-generic,Healthcare
RGC,Regencell Bioscience Holdings Limited,69358760,drug-manufacturers-specialty-generic,Healthcare
MCK,McKesson Corporation,69496430592,medical-distribution,Healthcare
COR,"Cencora, Inc.",44667273216,medical-distribution,Healthcare
CAH,"Cardinal Health, Inc.",24091213824,medical-distribution,Healthcare
HSIC,"Henry Schein, Inc.",8708442112,medical-distribution,Healthcare
PDCO,"Patterson Companies, Inc.",2298482944,medical-distribution,Healthcare
OMI,"Owens & Minor, Inc.",1394856832,medical-distribution,Healthcare
GEHC,GE HealthCare Technologies Inc.,36275273728,health-information-services,Healthcare
VEEV,Veeva Systems Inc.,32880367616,health-information-services,Healthcare
SOLV,Solventum Corporation,11165636608,health-information-services,Healthcare
HQY,"HealthEquity, Inc.",6767758336,health-information-services,Healthcare
RCM,R1 RCM Inc.,5246502912,health-information-services,Healthcare
DOCS,"Doximity, Inc.",4494086144,health-information-services,Healthcare
TXG,"10x Genomics, Inc.",3289575680,health-information-services,Healthcare
EVH,"Evolent Health, Inc.",3148993024,health-information-services,Healthcare
PGNY,"Progyny, Inc.",3048618752,health-information-services,Healthcare
CERT,"Certara, Inc.",2819361792,health-information-services,Healthcare
GDRX,"GoodRx Holdings, Inc.",2662372352,health-information-services,Healthcare
PINC,"Premier, Inc.",2459863552,health-information-services,Healthcare
PRVA,"Privia Health Group, Inc.",2223613440,health-information-services,Healthcare
TDOC,"Teladoc Health, Inc.",2167334656,health-information-services,Healthcare
BTSG,"BrightSpring Health Services, Inc.",1970179968,health-information-services,Healthcare
SDGR,"Schrödinger, Inc.",1721048192,health-information-services,Healthcare
OMCL,"Omnicell, Inc.",1383675008,health-information-services,Healthcare
AGTI,"Agiliti, Inc.",1374418048,health-information-services,Healthcare
PHR,"Phreesia, Inc.",1258568960,health-information-services,Healthcare
SLP,"Simulations Plus, Inc.",933294848,health-information-services,Healthcare
NRC,National Research Corporation,832399168,health-information-services,Healthcare
DH,Definitive Healthcare Corp.,828056704,health-information-services,Healthcare
HSTM,"HealthStream, Inc.",821655232,health-information-services,Healthcare
ACCD,"Accolade, Inc.",590811008,health-information-services,Healthcare
WGS,GeneDx Holdings Corp.,514126688,health-information-services,Healthcare
LFMD,"LifeMD, Inc.",511512640,health-information-services,Healthcare
HCAT,"Health Catalyst, Inc.",382537088,health-information-services,Healthcare
SOPH,SOPHiA GENETICS SA,326507008,health-information-services,Healthcare
SPOK,"Spok Holdings, Inc.",291133184,health-information-services,Healthcare
OPRX,OptimizeRx Corporation,193113008,health-information-services,Healthcare
WBA,"Walgreens Boots Alliance, Inc.",15364918272,pharmaceutical-retailers,Healthcare
AMZN,"Amazon.com, Inc.",1938073059328,internet-retail,Consumer-Cyclical
MELI,"MercadoLibre, Inc.",82665152512,internet-retail,Consumer-Cyclical
CPNG,"Coupang, Inc.",41107210240,internet-retail,Consumer-Cyclical
EBAY,eBay Inc.,25144944640,internet-retail,Consumer-Cyclical
CART,Maplebear Inc.,9763410944,internet-retail,Consumer-Cyclical
W,Wayfair Inc.,7753528832,internet-retail,Consumer-Cyclical
ETSY,"Etsy, Inc.",7012472320,internet-retail,Consumer-Cyclical
CHWY,"Chewy, Inc.",6919513600,internet-retail,Consumer-Cyclical
GLBE,Global-E Online Ltd.,5308519936,internet-retail,Consumer-Cyclical
RVLV,"Revolve Group, Inc.",1392980352,internet-retail,Consumer-Cyclical
BYON,"Beyond, Inc.",1018942400,internet-retail,Consumer-Cyclical
LQDT,"Liquidity Services, Inc.",551411456,internet-retail,Consumer-Cyclical
DIBS,"1stdibs.Com, Inc.",228273472,internet-retail,Consumer-Cyclical
AKA,a.k.a. Brands Holding Corp.,223098912,internet-retail,Consumer-Cyclical
WISH,ContextLogic Inc.,132003256,internet-retail,Consumer-Cyclical
NHTC,Natural Health Trends Corp.,79465920,internet-retail,Consumer-Cyclical
TSLA,"Tesla, Inc.",577691648000,auto-manufacturers,Consumer-Cyclical
GM,General Motors Company,51183464448,auto-manufacturers,Consumer-Cyclical
F,Ford Motor Company,49392222208,auto-manufacturers,Consumer-Cyclical
RIVN,"Rivian Automotive, Inc.",10022872064,auto-manufacturers,Consumer-Cyclical
LOT,Lotus Technology Inc.,4801441792,auto-manufacturers,Consumer-Cyclical
NWTN,NWTN Inc.,1717122048,auto-manufacturers,Consumer-Cyclical
LVWR,"LiveWire Group, Inc.",1399793152,auto-manufacturers,Consumer-Cyclical
MCD,McDonald's Corporation,194902081536,restaurants,Consumer-Cyclical
CMG,"Chipotle Mexican Grill, Inc.",86669762560,restaurants,Consumer-Cyclical
SBUX,Starbucks Corporation,82811699200,restaurants,Consumer-Cyclical
YUM,"Yum! Brands, Inc.",37816709120,restaurants,Consumer-Cyclical
DPZ,"Domino's Pizza, Inc.",17939933184,restaurants,Consumer-Cyclical
